,Sponsor,Control Unit,Division,Department,Sponsor Class,2014,2015,2016
767,Damon Runyon Cancer Research Foundation,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,209000,52000
768,Damon Runyon Cancer Research Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,84167,704000,508000
769,Damon Runyon Cancer Research Foundation,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,156000,520000,214000
770,Dana Foundation,Colleges,College of Engineering,Bioengineering,Not for Profit,0,0,200000
771,Dana-Farber Cancer Institute,Colleges,College of Chemistry,Chemistry Department,Not for Profit,0,0,0
772,Dana-Farber Cancer Institute,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,0,140709
773,Dana-Farber Cancer Institute,L&S College of Letters & Sciences,Division of Physical Sciences,Statistics,Not for Profit,0,95648,54471
774,Dana-Farber Cancer Institute,Schools,School of Public Health,Null,Not for Profit,0,0,0
775,"Danisco USA, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,5000,0
776,Dartmouth College,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,0,0
777,Dartmouth College,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,0,0,0
778,Dartmouth College,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,52500,-7026,1744292
779,Dartmouth College,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,0,232096,71122
780,David and Lucile Packard Foundation,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,0,0,35000
781,David and Lucile Packard Foundation,Colleges,College of Chemistry,Chemistry Department,Not for Profit,800000,75000,0
782,David and Lucile Packard Foundation,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,875000,0
783,David and Lucile Packard Foundation,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,0,0,0
784,David and Lucile Packard Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,Not for Profit,0,0,0
785,David and Lucile Packard Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,Not for Profit,693337,0,0
786,David and Lucile Packard Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,0,0,0
787,David and Lucile Packard Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Not for Profit,0,0,875000
788,David and Lucile Packard Foundation,Schools,Haas School of Business (Division),Haas Centers and Institutes,Not for Profit,0,118000,323000
789,David and Lucile Packard Foundation,Schools,Haas School of Business (Division),Haas School of Business (Department),Not for Profit,196600,178000,0
790,David and Lucile Packard Foundation,Schools,School of Public Health,Null,Not for Profit,0,0,0
791,David and Lucile Packard Foundation,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,0,0,0
792,David and Lucile Packard Foundation,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,895000,250000
793,David and Lucile Packard Foundation,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Not for Profit,400000,200000,0
794,David and Lucile Packard Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations,University/Jepson Herbaria,Not for Profit,500000,0,0
795,Deactivated - Do Not USE,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,0,0,0
796,Degenkolb Engineers,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,10000,0,0
797,Deinove,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,7500,0,0
798,Del Consorcio de Investigacion sobre VIH/Sida y Tuberculosis,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,53528,9008,0
799,"Delos Living, LLC",Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,0,87500,0
800,"Delta Electronics, Inc.",Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,0,0,170000
801,Delta T Corporation,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,35000,0,0
802,Denso Corporation,Colleges,College of Engineering,Civil & Environmental Engineering,Industry,0,0,150000
803,Denso Corporation,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Industry,0,750000,0
804,Denso Corporation,Colleges,College of Engineering,Mechanical Engineering,Industry,0,73368,75408
805,Denver Foundation,Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Not for Profit,20000,0,0
806,Department for International Development,Vice Chancellor - Research,Academic Research Units,IGS Institute of Governmental Studies,Non Federal Governmental,0,0,7158823
807,Department for International Development,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Non Federal Governmental,48000,0,0
808,Department of Homeland Security,Colleges,College of Chemistry,Chemistry Department,Federal,0,0,0
809,Department of Homeland Security,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,0,0,494668
810,Department of Homeland Security,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,0,0,0
811,Department of Homeland Security,Colleges,College of Engineering,Nuclear Engineering,Federal,765379,777904,396292
812,"Department of Housing, County of San Mateo",Vice Chancellor - Research,Academic Research Units,IGS Institute of Governmental Studies,Non Federal Governmental,0,0,66620
813,Deutsche Forschungsgemeinschaft (German Research Foundation),Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Not for Profit,174910,0,0
814,Device Farm,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Industry,50000,29715,0
815,Digital Trust Foundation,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Not for Profit,0,50000,0
816,Digital Trust Foundation,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Not for Profit,0,50000,0
817,Doheny Eye Institute,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,100000,0
818,Doheny Eye Institute,Schools,School of Optometry,Null,Not for Profit,0,100000,0
819,Dolores Zohrab Liebmann Fund,Other Academic,Graduate Division,Graduate Division Dean,Not for Profit,0,70685,97555
820,Doris Duke Charitable Foundation,Schools,School of Public Health,Null,Not for Profit,0,0,0
821,"Dovetail Learning, Inc.",Schools,School of Social Welfare,Dept of Social Welfare,Not for Profit,0,0,160086
822,Dow Agrosciences LLC,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,0,150000,0
823,Dow Chemical Company,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Industry,0,200000,220009
824,Dow Chemical Company,Colleges,College of Chemistry,Chemistry Department,Industry,0,1724999,0
825,Dow Chemical Company,Colleges,College of Engineering,MSE Materials Science & Engineering,Industry,0,570116,0
826,Dow Corning Company,Colleges,College of Chemistry,Chemistry Department,Industry,0,0,0
827,Drexel University,Colleges,College of Engineering,MSE Materials Science & Engineering,Not for Profit,0,85000,0
828,Duke Energy Business Services LLC,Colleges,College of Engineering,Civil & Environmental Engineering,Industry,0,0,180000
829,Duke University,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,0,0,102784
830,Duke University,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,765750,121375,-12809
831,Duke University,L&S College of Letters & Sciences,Division of Arts & Humanities,Art History,Not for Profit,34747,0,0
832,Duke University,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,22004,0,0
833,ECOFYS International,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,0,0,0
834,EPA Environmental Protection Agency,Colleges,CNR College of Natural Resources,Energy & Resources Group,Federal,34000,34000,0
835,EPA Environmental Protection Agency,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,173000,37000,51000
836,EPA Environmental Protection Agency,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,34000,0,0
837,EPA Environmental Protection Agency,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Federal,0,34000,0
838,EPA Environmental Protection Agency,Schools,Goldman School of Public Policy,GSPP Programs & Research,Federal,0,0,51000
839,EPA Environmental Protection Agency,Schools,School of Public Health,"Dean's Office, Public Health",Federal,6278307,0,0
840,EPA Environmental Protection Agency,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Federal,0,115406,2599999
841,EPRI Electric Power Research Institute,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,110000,60646,0
842,EPRI Electric Power Research Institute,Colleges,College of Engineering,Civil & Environmental Engineering,Not for Profit,0,0,171672
843,EPRI Electric Power Research Institute,College of Engineering,College of Engineering,EERC Earthquake Engineering Research Center,Not for Profit,0,214759,128581
844,EPRI Electric Power Research Institute,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,0,0,0
845,EPRI Electric Power Research Institute,Colleges,College of Engineering,MSE Materials Science & Engineering,Not for Profit,78500,0,0
846,EPRI Electric Power Research Institute,Colleges,College of Engineering,Nuclear Engineering,Not for Profit,470000,110000,0
847,EPRI Electric Power Research Institute,Vice Chancellor - Research,Academic Research Units,CIEE California Institute for Energy & Environment,Not for Profit,0,0,42000
848,East Bay Community Foundation,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Not for Profit,100000,0,0
849,East Bay Community Foundation,Schools,School of Journalism,Null,Not for Profit,48000,0,0
850,East Bay Community Foundation,Schools,School of Optometry,Null,Not for Profit,27822,28274,29112
851,East Bay Community Foundation,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Not for Profit,0,75000,0
852,East Bay Community Foundation,Vice Chancellor for Equity & Inclusion,Office of Equity & Inclusion,Center for Educational Partnerships,Not for Profit,0,0,75000
853,"East Bay Consortium of Educational Institutions, Inc.",Vice Chancellor for Equity & Inclusion,Office of Equity & Inclusion,Center for Educational Partnerships,Not for Profit,585858,596736,704385
854,East Bay Regional Park District,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Non Federal Governmental,54750,4750,91500
855,Ecoagriculture International (Incl Ecoagriculture Partners),Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Industry,0,0,0
856,Economic & Social Research Council,Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,Non Federal Governmental,0,0,449560
857,Eden Social Welfare Foundation,Schools,School of Social Welfare,Dept of Social Welfare,Not for Profit,0,0,20406
858,"Education Development Center, Inc.",Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,211755,222900
859,Educational Testing Service,Schools,Graduate School of Education,Null,Not for Profit,-89939,0,0
860,"Edward Mallinckrodt, Jr. Foundation",L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,0,60000,60000
861,Electronics and Telecommunications Research Institute,Colleges,College of Engineering,Bioengineering,Not for Profit,94073,0,0
862,Electronics and Telecommunications Research Institute,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,0,0,0
863,Eli Lilly and Company,Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,Industry,19343,0,0
