Sponsor,Control Unit,Division,Department,Sponsor Class,2014,2015,2016
University of Wisconsin-Madison,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,nan,"$224,484 ","$77,530 "
University of Wisconsin-Madison,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,"($18,000)",nan,nan
University of Wisconsin-Madison,Colleges,College of Engineering,Nuclear Engineering,Not for Profit,nan,nan,"$101,001 "
University of Wisconsin-Madison,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,$0 ,nan,nan
University of Wisconsin-Madison,Schools,Haas School of Business (Division),Haas School of Business (Department),Not for Profit,nan,"$41,387 ",$0 
University of Wisconsin-Madison,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,$0 ,"$80,895 ","$110,086 "
University of Wuerzburg,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,nan,nan,$0 
University of the Basque Country,Colleges,Chemistry Department,Chemical and Biomolecular Engineering,Not for Profit,nan,nan,"$26,027 "
University of the Basque Country,Colleges,College of Chemistry,Chemistry Department,Not for Profit,nan,nan,"$37,722 "
Utah State University (incl Western SARE),Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,nan,"$78,347 ","$82,270 "
VTT Technical Research Centre of Finland,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,nan,"($220,000)",nan
VTT Technical Research Centre of Finland,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,nan,"$20,000 ",nan
Van Andel Institute (Incl Research Inst & Education Inst),Schools,School of Optometry,nan,Not for Profit,$0 ,nan,nan
"Vandalia Research, Inc.",Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Industry,nan,"$5,000 ",nan
Vanderbilt University,College of Engineering,College of Engineering,EECS Electrical Engineering & Computer Sciences,Not for Profit,nan,"$900,000 ",$0 
Vanderbilt University,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,nan,"$165,000 ",$0 
Vanderbilt University,L&S College of Letters & Sciences,Division of Social Sciences,The Social Science Matrix,Not for Profit,nan,nan,"$10,960 "
Vanderbilt University,Schools,Graduate School of Education,Null,Not for Profit,$0 ,$0 ,nan
Vanderbilt University,Schools,Graduate School of Education,School of Education,Not for Profit,"$36,790 ","($94,946)",nan
Vanderbilt University,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,$0 ,$0 ,"($17,435)"
VentureWell,Colleges,College of Engineering,Bioengineering,Not for Profit,nan,nan,"$5,000 "
VentureWell,Colleges,College of Engineering,Mechanical Engineering,Not for Profit,"$24,997 ",nan,$0 
VentureWell,Other Academic,VP Academic Planning & Fac,Blum Center for Developing Economies,Not for Profit,nan,"$37,500 ",nan
Vermont Law School,Schools,School of Law,Boalt Law School,Not for Profit,"$15,000 ",nan,nan
"Victoria, State of (Australia)",Schools,School of Social Welfare,Dept of Social Welfare,Non Federal Governmental,nan,$0 ,nan
Viega LLC,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,nan,"$175,000 ",nan
Vienna Drosophila RNAi Center,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,$0 ,nan,nan
Vienna University of Technology,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,"$30,116 ",$0 ,nan
Vietnam National University,Colleges,College of Chemistry,Chemistry Department,Not for Profit,"$500,000 ",nan,$0 
"View, Inc.",Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,nan,nan,"$175,000 "
Vilnius University,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,nan,$0 ,nan
Virginia Polytechnic Institute and State University,Colleges,College of Chemistry,Chemistry Department,Not for Profit,$0 ,nan,nan
Vishay Capella Microsystems (Taiwan) Limited,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,$0 ,nan,nan
Vodafone Americas Foundation,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,$0 ,nan,nan
"Volkswagen Group of America, Inc.",Vice Chancellor - Research,Academic Research Units,ITS Institute of Transportation Studies,Industry,nan,nan,"$1,500,000 "
Vollmar Natural Lands Consulting,Vice Chancellor - Research,VC Research Museums & Field Stations ,Botanical Garden,Industry,nan,"$35,000 ","$6,000 "
Volvo Research Foundations,Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Not for Profit,nan,"$114,524 ","$57,297 "
WRNS Studio,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,"$32,424 ",$0 ,nan
Wallace Alexander Gerbode Foundation,Schools,School of Social Welfare,Dept of Social Welfare,Not for Profit,"$50,000 ","$50,000 ",nan
Walt Disney Company,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Industry,"$15,000 ",nan,nan
Walter & Elise Haas Fund,EVCP Executive Vice Chancellor & Provost,Cal Performances/SMA,CAL Cal Performances,Not for Profit,nan,nan,"$100,000 "
Walter & Elise Haas Fund,Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Not for Profit,nan,"$85,000 ","$85,000 "
Walter S. Johnson Foundation,Schools,School of Social Welfare,Dept of Social Welfare,Not for Profit,nan,"$45,000 ",$0 
Walter S. Johnson Foundation,Schools,School of Social Welfare,Social Welfare,Not for Profit,$0 ,nan,nan
Washington Center for Equitable Growth,L&S College of Letters & Sciences,Division of Social Sciences,The Social Science Matrix,Not for Profit,nan,nan,$0 
Washington State University,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,$0 ,nan,nan
Washington State University,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,nan,$0 ,nan
"Washington University, St. Louis",Schools,School of Public Health,Null,Not for Profit,$0 ,nan,nan
"Washington University, St. Louis",Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,nan,$0 ,nan
"Washington University, St. Louis",Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,nan,"$196,607 ","$196,920 "
Wayne State University,Schools,School of Optometry,Null,Not for Profit,"$56,438 ",$0 ,$0 
Wayne State University,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Not for Profit,nan,"$125,101 ",nan
Webcor Builders,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Industry,nan,"($24,000)",nan
Wellintel,L&S College of Letters & Sciences,Division of Social Sciences,Geography,Industry,"$60,500 ",nan,nan
Wells Fargo Foundation,Schools,Haas School of Business (Division),Haas Centers and Institutes,Not for Profit,nan,nan,"$300,000 "
Wellspring Advisors LLC,Schools,School of Law,Boalt Law School,Industry,nan,"$35,000 ","$35,000 "
Wellspring Advisors LLC,Vice Chancellor - Research,Academic Research Units,IIS Institute of International Studies,Industry,nan,$0 ,"$150,000 "
Wellspring Advisors LLC,Vice Chancellor - Research,Academic Research Units,IIS Institute of International Studies,Industry,nan,nan,"$150,000 "
Wellspring Advisors LLC,Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,Industry,nan,$0 ,"$1,879,998 "
Wenner-Gren Foundation for Anthropological Rsrch,L&S College of Letters & Sciences,Division of Arts & Humanities,Art History,Not for Profit,nan,"$5,000 ",nan
Wenner-Gren Foundation for Anthropological Rsrch,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Not for Profit,"$19,900 ","$19,985 ",$0 
West Contra Costa County Public Education Fund,Vice Chancellor for Equity & Inclusion,Office of Equity & Inclusion,Center for Educational Partnerships,Not for Profit,$0 ,nan,nan
West Virginia University,Schools,School of Public Health,"Dean's Office, Public Health",Not for Profit,$0 ,nan,nan
WestEd,Colleges,College of Chemistry,Chemistry Department,Non Federal Governmental,nan,nan,"$24,781 "
WestEd,Schools,Graduate School of Education,Null,Non Federal Governmental,"$1,132,045 ",$0 ,nan
Westat,Colleges,CNR College of Natural Resources,CNR Office of the Dean,Industry,nan,"$123,223 ","($112,327)"
Western Digital Corporation,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Industry,"$117,813 ","$174,988 ","$136,000 "
Western Digital Corporation,Colleges,College of Engineering,Mechanical Engineering,Industry,$0 ,"$80,000 ","$199,556 "
Whitehall Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,nan,nan,"$75,000 "
Widya Mandala Catholic University Surabaya,Schools,Graduate School of Education,School of Education,Not for Profit,nan,nan,"$20,000 "
William M. Keck Foundation,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Not for Profit,$0 ,$0 ,$0 
William M. Keck Foundation,Colleges,College of Engineering,Mechanical Engineering,Not for Profit,"$1,000,000 ",nan,$0 
William M. Keck Foundation,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Not for Profit,$0 ,nan,$0 
William M. Keck Foundation,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,"$500,000 ",nan,"$1,000,000 "
William M. Keck Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,Essig Museum of Entomology,Not for Profit,$0 ,$0 ,nan
William Randolph Hearst Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,PHMA Phoebe A Hearst Museum of Anthropology,Not for Profit,$0 ,nan,"($118,774)"
William T. Grant Foundation,Schools,Graduate School of Education,School of Education,Not for Profit,nan,$0 ,"$443,944 "
William and Flora Hewlett Foundation,Schools,School of Information,iSchool School of Information,Not for Profit,nan,"$15,000,000 ",$0 
William and Flora Hewlett Foundation,Schools,School of Law,Null,Not for Profit,"$75,000 ",$0 ,nan
William and Flora Hewlett Foundation,Vice Chancellor - Research,Academic Research Units,IGS Institute of Governmental Studies,Not for Profit,nan,nan,"$75,000 "
William and Flora Hewlett Foundation,Vice Chancellor - Research,Academic Research Units,IGS Institute of Governmental Studies,Not for Profit,nan,nan,"$75,000 "
William and Flora Hewlett Foundation,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Not for Profit,"$50,000 ",nan,"$188,974 "
William and Flora Hewlett Foundation,Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,Not for Profit,$0 ,"$800,000 ","$405,000 "
William and Flora Hewlett Foundation,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Not for Profit,"$500,000 ",nan,nan
Wisconsin Alumni Research Fnd (incl WiCell Research Inst),L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,$0 ,nan,nan
Women's Foundation of California,Schools,School of Law,Boalt Law School,Not for Profit,nan,nan,"$30,000 "
World Health Organization,Schools,School of Public Health,"Dean's Office, Public Health",Non Federal Governmental,$0 ,nan,nan
World Vision Inc.,Other Academic,VP Academic Planning & Fac,Blum Center for Developing Economies,Not for Profit,nan,nan,"$88,000 "
Wyncote Foundation,Schools,School of Journalism,Journalism Department,Not for Profit,nan,nan,$0 
"Xerces Society, Inc (incl. Vertebrate Conservation)",Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Not for Profit,nan,nan,"$75,000 "
Y & H Soda Foundation,Vice Chancellor - Research,Academic Research Units,IRLE Institute for Research on Labor and Employment,Not for Profit,nan,"$25,000 ","$25,000 "
YMCA Young Men's Christian Association,L&S College of Letters & Sciences,Division of Social Sciences,History,Not for Profit,"$14,000 ",nan,nan
Yale University,Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,Not for Profit,nan,"$40,034 ","$40,441 "
Yale University,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Not for Profit,$0 ,nan,nan
Yale University,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Not for Profit,nan,nan,"$36,875 "
Yamaguchi University,Colleges,College of Engineering,Bioengineering,Not for Profit,$0 ,nan,nan
Yeshiva University (Albert Einstein College of Medicine),Colleges,College of Chemistry,Chemistry Department,Not for Profit,nan,nan,$0 
Yeshiva University (Albert Einstein College of Medicine),L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Not for Profit,nan,$0 ,nan
