,Sponsor,Control Unit,Division,Department,class_clean,2014,2015,2016
1693,NIH Office of the Director,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Federal,1954558,0,0
1694,NIH Office of the Director,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Federal,531872,600000,979500
1695,NIH Office of the Director,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Federal,-7699,-5005,0
1696,NIH Tetramer Facility,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Federal,0,0,0
1697,NIST National Institute of Standards & Technology,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,-193415,144597,0
1698,NIST National Institute of Standards & Technology,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,0,0,0
1699,NIST National Institute of Standards & Technology,L&S College of Letters & Sciences,Undergraduate Division,Undergraduate & Interdisciplinary Studies,Federal,5500,9108,0
1700,NOAA National Oceanic & Atmospheric Administration,Colleges,College of Chemistry,Chemistry Department,Federal,353473,0,0
1701,NOAA National Oceanic & Atmospheric Administration,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Federal,0,0,0
1702,NOAA National Oceanic & Atmospheric Administration,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Federal,0,447761,191754
1703,"NOVA Scientific, Inc.",Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Industry,255676,186605,-30000
1704,NRC Nuclear Regulatory Commission,Colleges,College of Engineering,Civil & Environmental Engineering,Federal,300000,0,215000
1705,NRC Nuclear Regulatory Commission,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,319452,0,0
1706,NRC Nuclear Regulatory Commission,Colleges,College of Engineering,Nuclear Engineering,Federal,0,830000,400000
1707,NREL National Renewable Energy Lab (Midwest Res Inst),Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Not for Profit,0,0,-1
1708,NREL National Renewable Energy Lab (Midwest Res Inst),Colleges,College of Engineering,ERSO Engineering Research Support Organization,Not for Profit,0,0,0
1709,NSF National Science Foundation,Campus Support,Vice Chancellor - Administration,Information Services & Technology,Federal,0,0,399446
1710,NSF National Science Foundation,Colleges,CNR College of Natural Resources,ARE Agricultural & Resource Economics,Federal,0,0,0
1711,NSF National Science Foundation,Colleges,CNR College of Natural Resources,Energy & Resources Group,Federal,700971,0,1199914
1712,NSF National Science Foundation,Colleges,CNR College of Natural Resources,"Environmental Science, Policy & Management",Federal,2089403,85813,4079331
1713,NSF National Science Foundation,Colleges,CNR College of Natural Resources,Nutritional Science & Toxicology,Federal,49888,0,0
1714,NSF National Science Foundation,Colleges,CNR College of Natural Resources,Plant & Microbial Biology Department,Federal,4187426,1090887,3029160
1715,NSF National Science Foundation,Colleges,College of Chemistry,Chemical and Biomolecular Engineering,Federal,873180,443814,716839
1716,NSF National Science Foundation,Colleges,College of Chemistry,Chemistry Department,Federal,3163122,5961824,4187286
1717,NSF National Science Foundation,Colleges,College of Engineering,Bioengineering,Federal,0,0,300000
1718,NSF National Science Foundation,Colleges,College of Engineering,Civil & Environmental Engineering,Federal,1375240,798460,3490725
1719,NSF National Science Foundation,Colleges,College of Engineering,"Dean, Engineering",Federal,0,0,0
1720,NSF National Science Foundation,Colleges,College of Engineering,EECS Electrical Engineering & Computer Sciences,Federal,6927344,11449653,9876491
1721,NSF National Science Foundation,Colleges,College of Engineering,ERSO Engineering Research Support Organization,Federal,10829680,3443564,8148612
1722,NSF National Science Foundation,Colleges,College of Engineering,IEOR Industrial Engineering & Operations Research,Federal,38990,656345,1146651
1723,NSF National Science Foundation,Colleges,College of Engineering,Mechanical Engineering,Federal,2559864,2411317,3794974
1724,NSF National Science Foundation,Colleges,College of Engineering,MSE Materials Science & Engineering,Federal,0,384697,539513
1725,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Astronomy,Federal,2058212,749622,572376
1726,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Berkeley Seismological Laboratory,Federal,16195,716824,1425295
1727,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,"Dean, Physical Sciences",Federal,1351692,607446,1399036
1728,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Earth & Planetary Science,Federal,2654658,1979972,1327285
1729,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Mathematics,Federal,4646638,6564752,3406950
1730,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Physics,Federal,4909713,21321848,5397497
1731,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Physical Sciences,Statistics,Federal,257510,749999,694179
1732,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Social Sciences,Anthropology,Federal,0,188789,0
1733,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Social Sciences,Ethnic Studies,Federal,8836,0,0
1734,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Social Sciences,Geography,Federal,498362,1177677,110392
1735,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Social Sciences,Linguistics,Federal,179235,200000,13940
1736,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Social Sciences,Political Science,Federal,0,17640,0
1737,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Social Sciences,Psychology,Federal,300000,0,20390
1738,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Social Sciences,Sociology,Federal,12000,22811,47204
1739,NSF National Science Foundation,L&S College of Letters & Sciences,Division of Social Sciences,The Social Science Matrix,Federal,0,0,466631
1740,NSF National Science Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,IB Integrative Biology,Federal,1703078,3971552,1593334
1741,NSF National Science Foundation,L&S College of Letters & Sciences,L&S Biological Sciences,MCB Molecular & Cell Biology,Federal,0,300000,1458577
1742,NSF National Science Foundation,Other Academic,Graduate Division,Graduate Division Dean,Federal,21203336,20211824,27719026
1743,NSF National Science Foundation,Other Academic,Strategic Academic and Facilities Planning,BNNI Berkeley Nanoscience & Nanoengineering In..,Federal,325000,0,0
1744,NSF National Science Foundation,Schools,Graduate School of Education,Null,Federal,140879,2999748,0
1745,NSF National Science Foundation,Schools,Graduate School of Education,School of Education,Federal,275001,2398221,1077150
1746,NSF National Science Foundation,Schools,School of Information,iSchool School of Information,Federal,550000,0,551116
1747,NSF National Science Foundation,Schools,School of Law,Boalt Law School,Federal,0,291954,722286
1748,NSF National Science Foundation,Schools,School of Optometry,Null,Federal,635130,0,0
1749,NSF National Science Foundation,Schools,School of Optometry,nan,Federal,0,0,0
1750,NSF National Science Foundation,Schools,School of Public Health,SPH Divisional Rsrch and Cntrs,Federal,0,86544,1972763
1751,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,ARF Archaeological Research Facility,Federal,334815,28604,215555
1752,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,CEDR Center for Environmental Design Research,Federal,0,0,75906
1753,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,Center for Integrative Planetary Science,Federal,0,397043,0
1754,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,Helen Wills Neuroscience Institute,Federal,1009571,274406,1635144
1755,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,IGS Institute of Governmental Studies,Federal,0,0,0
1756,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,IHD Institute of Human Development,Federal,446815,0,0
1757,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,IIS Institute of International Studies,Federal,0,0,334897
1758,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,IURD Institute of Urban & Regional Development,Federal,0,0,0
1759,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,RAL Radio Astronomy Laboratory,Federal,41825,3080578,219199
1760,NSF National Science Foundation,Vice Chancellor - Research,Academic Research Units,SSL Space Sciences Lab,Federal,27169,1486436,1208249
1761,NSF National Science Foundation,Vice Chancellor - Research,VC Res Other Research Units,Center of Evaluation for Global Action,Federal,140124,344476,489678
1762,NSF National Science Foundation,Vice Chancellor - Research,VC Res Other Research Units,EBI Energy Biosciences Institute,Federal,0,0,50000
1763,NSF National Science Foundation,Vice Chancellor - Research,VC Res Other Research Units,History of Science & Technology,Federal,298725,0,0
1764,NSF National Science Foundation,Vice Chancellor - Research,VC Res Other Research Units,Independent Research Programs,Federal,0,0,0
1765,NSF National Science Foundation,Vice Chancellor - Research,VC Res Other Research Units,Simons Institute for the Theory of Computing,Federal,55000,115000,75000
1766,NSF National Science Foundation,Vice Chancellor - Research,VC Res Other Research Units,The California Institute for Quantitative Biosciences (QB3),Federal,11073966,4629765,5372273
1767,NSF National Science Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,BNHM Admin Svcs,Federal,0,0,0
1768,NSF National Science Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,Essig Museum of Entomology,Federal,7000,26506,4799
1769,NSF National Science Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,Gump Research Field Station,Federal,173485,24871,0
1770,NSF National Science Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,MVZ Museum of Vertebrate Zoology,Federal,0,824311,1453564
1771,NSF National Science Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,Research Field Stations and Nature Reserves,Federal,4899996,94047,25000
1772,NSF National Science Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,UC Museum of Paleontology,Federal,0,81541,594386
1773,NSF National Science Foundation,Vice Chancellor - Research,VC Research Museums & Field Stations ,University/Jepson Herbaria,Federal,750476,311403,239701
1774,NSF National Science Foundation,Vice Chancellor - Research,Vice Chancellor for Research ORUs,CPAM Center for Pure & Applied Mathematics,Federal,0,0,0
1775,NSF National Science Foundation,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBER Institute of Business & Economic Research,Federal,866284,0,0
1776,NSF National Science Foundation,Vice Chancellor - Research,Vice Chancellor for Research ORUs,IBI Institute for Business Innovation,Federal,0,214998,449949
1777,NSF National Science Foundation,Vice Chancellor - Research,Vice Chancellor for Research ORUs,ICBS Institute for Cognitive and Brain Sciences,Federal,531482,1090370,0
1778,NSF National Science Foundation,Vice Chancellor - Student Affairs,Vice Chancellor - Student Affairs Division,LHS Lawrence Hall of Science,Federal,3326162,6165700,0
