Sponsor Class,Sponsor Category,Sponsor Type,Sponsor Code,Sponsor,Sponsor Acronym
Not for Profit,Foundations & Charities,USA Foundations & Charities,9709,Drown Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9707,American Association for Cancer Research,AACR
Not for Profit,Foundations & Charities,USA Foundations & Charities,9702,Sloan Kettering Institute for Cancer Research,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9701,Purine 24 Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9695,Dana-Farber Cancer Institute,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9694,Boston Children's Hospital,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9693,Children's Brain Research Clinic,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9692,Institute of Noetic Sciences,IONS
Not for Profit,Foundations & Charities,USA Foundations & Charities,9721,Frontier Science & Technology Research Foundation,FSTRF
Not for Profit,Foundations & Charities,USA Foundations & Charities,9711,East Bay Community Foundation,EBCF
Not for Profit,Foundations & Charities,USA Foundations & Charities,9714,St. Vincent's Hospital,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9716,U.S. China Foundation for International Exchanges,
Not for Profit,Foundations & Charities,USA Foundations & Charities,9717,Florence Gould Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1060,Maria Sklodowska - Currie Fund II,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7044,Centro Studi E Applicazioni Technologie Avanza,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7280,Care Archaelogical Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1415,Experiments in International Living,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1386,African-American Institute,AAI
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1363,Fondation Latsis Internationale,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1334,Hospital for Sick Children Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1287,Johann Jacobs Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1273,China Fdn for Promotion of Edu & Culture,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1194,Korea Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1172,World Aids Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1135,World Society Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1105,Nutricia Research Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7004,Science & Engineering British Res Council,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,8713,Kidney Foundation of Canada,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,8397,Dystonia Medical Research Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,8306,Commission/Education & Cultural Exchange,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7942,Species Survival Comm (World Conserv Union),
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7930,Laerdal Foundation for Acute Medicine,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7906,Austrian Cultural Institute,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7879,AGBU Armenian General Benevolent Union,AGBU
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7755,Open Society Foundations,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7585,International Foundation for Science,IFS
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7576,Sasakawa Peace Foundation,SPF
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7496,Royal Society,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7468,IBRO Intl Brain Research Organization,IBRO
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7412,Erna and Victor Hasselblad Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,7404,Canadian Heart Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,6989,International Board for Plant Genetic Resources,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,6864,Lady Tata Memorial Trust,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,6846,Fritz Thyssen Stiftung Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,6812,Alberta Heritage Fdn for Medical Research,AHFMR
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,6794,Alberta Environment,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1797,Fondation Pierre Richard Dick-Virbac,
Not for Profit,Foundations & Charities,USA Foundations & Charities,6858,International Union Against Cancer,UICC
Not for Profit,Foundations & Charities,USA Foundations & Charities,6808,Cold Spring Harbor Laboratory,CSHL
Not for Profit,Foundations & Charities,USA Foundations & Charities,2100,"Circuit Rider Productions, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,2023,Threepenny Review,
Not for Profit,Foundations & Charities,USA Foundations & Charities,2000,Rocky Mountain Biological Laboratory,
Not for Profit,Foundations & Charities,USA Foundations & Charities,1998,Endowment for Youth Committee,EYC
Not for Profit,Foundations & Charities,USA Foundations & Charities,1968,WERF Water Environment Research Foundation,WERF
Not for Profit,Foundations & Charities,USA Foundations & Charities,1927,Charlotte Geyer Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,1920,Prostate Cancer Fnd (Assn for Cure of Cancer of Prostate),
Not for Profit,Foundations & Charities,USA Foundations & Charities,1890,Alpha Omega Alpha Honor Medical Society,
Not for Profit,Foundations & Charities,USA Foundations & Charities,1867,Tri-Counties Regional Center,TCRC
Not for Profit,Foundations & Charities,USA Foundations & Charities,1865,Dudley Observatory,
Not for Profit,Foundations & Charities,USA Foundations & Charities,1864,Economic Roundtable,
Not for Profit,Foundations & Charities,USA Foundations & Charities,1863,"Xerces Society, Inc (incl. Vertebrate Conservation)",
Not for Profit,Foundations & Charities,USA Foundations & Charities,1860,Aspen Institute,
Not for Profit,Foundations & Charities,USA Foundations & Charities,1856,Alameda Health Consortium,
Not for Profit,Foundations & Charities,USA Foundations & Charities,1850,"World Cup USA 1994, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,1846,J.M. Kaplan Fund,
Not for Profit,Foundations & Charities,USA Foundations & Charities,1845,Caribbean Conservation Corp,CCC
Not for Profit,Foundations & Charities,USA Foundations & Charities,7160,Summerbridge,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7323,Episcopal Church the Diocese of Los Angeles,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7320,Agricultural Education Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7311,Childrens Hospital of Los Angeles,CHLA
Not for Profit,Foundations & Charities,USA Foundations & Charities,7307,Sonoma County Community Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7300,North Star Fund,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7298,Brain and Behavior Research Foundation,BBRF
Not for Profit,Foundations & Charities,USA Foundations & Charities,7295,Minority Aids Project,MAP
Not for Profit,Foundations & Charities,USA Foundations & Charities,7293,Marin Community Foundation,MCF
Not for Profit,Foundations & Charities,USA Foundations & Charities,7291,Jewish Federation Council of Greater Los Angeles,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7289,International Center for Research on Women,ICRW
Not for Profit,Foundations & Charities,USA Foundations & Charities,7284,"Finlandia Foundation, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,7279,Cancer Federation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7272,American Epilepsy Society,AES
Not for Profit,Foundations & Charities,USA Foundations & Charities,7270,Aids Project Los Angeles,APLA
Not for Profit,Foundations & Charities,USA Foundations & Charities,7267,Santa Barbara Museum of Natural History,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7266,Center for Res-Mental Retardation (Little City Fdn),
Not for Profit,Foundations & Charities,USA Foundations & Charities,7262,Nature Conservancy,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7245,Chicago Resource Center,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7242,Dorothy Van Ness-Thompson Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7239,Foundation for Advancements in Science & Education,FASE
Not for Profit,Foundations & Charities,USA Foundations & Charities,7222,"Narcotics Prevention Association, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,7679,Bay Area Advocates for Nursing Home Reform,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7674,Benign Essential Blepharospasm Research Foundation,BEBRF
Not for Profit,Foundations & Charities,USA Foundations & Charities,7671,California Council on Economic Education,CCEE
Not for Profit,Foundations & Charities,USA Foundations & Charities,7670,Yenching Educational Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7841,Santa Barbara Cottage Hospital,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7973,Klein Bottle Youth Programs,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7971,Horizons Foundation,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7967,The Parkinson's Institute,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7966,"Hebrew History Federation, Ltd",HHF
Not for Profit,Foundations & Charities,USA Foundations & Charities,7962,"Alpha Omicron Pi Foundation, Inc.",
Not for Profit,Foundations & Charities,USA Foundations & Charities,7960,"Ploughshares Fund, San Francisco",
Not for Profit,Foundations & Charities,USA Foundations & Charities,7956,YWCA Young Womens Christian Association,YWCA
Not for Profit,Foundations & Charities,USA Foundations & Charities,7934,Manpower Demonstration Research Corporation,MDRC
Not for Profit,Foundations & Charities,USA Foundations & Charities,7932,Leonard Wood Memorial - American Leprosy Fdn,LWM
Not for Profit,Foundations & Charities,USA Foundations & Charities,7931,Human Resource Planning Society,HRPS
Not for Profit,Foundations & Charities,USA Foundations & Charities,7924,California Congress of Parents Teachers and Students Inc.,
Not for Profit,Foundations & Charities,USA Foundations & Charities,7923,Aquatic Research Institute,CHP
Not for Profit,Foundations & Charities,USA Foundations & Charities,7919,Community Housing Partnership,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1790,U.S.-Mexico Fund for Culture,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1564,Hitachi Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,1446,Shaw Foundation Hong-Kong Ltd,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,617,Alexander Von Humboldt Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,563,EJLB Foundation,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,562,U.S. Civilian Research and Development Foundation,CRDF
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,443,Bruno Kreisky Forum Fur Internationalen Dialog,
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,291,Etant Donnes (French-American Endowment for Contem),
Not for Profit,Foundations & Charities,Foreign Foundations & Charities,179,Scientific Committee on Solar-Terrestrial Physics,SCOSTEP
